ticker,company,issuer,spot,predicted,date_posted
848,茂業國際 (00848),麥格理,,4.5,30/6/2010 15:39
883,中國海洋石油 (00883),星展唯高達,,13.95,30/6/2010 15:33
752,筆克遠東 (00752),星展唯高達,,2.07,30/6/2010 14:43
1688,阿里巴巴 (01688),星展唯高達,,14.3,30/6/2010 14:35
1683,國際煤機 (01683),瑞銀,,5.1,30/6/2010 10:14
2314,理文造紙 (02314),瑞信,5.85,5.8,30/6/2010 10:07
2343,太平洋航運 (02343),花旗,,6,30/6/2010 10:01
2388,中銀香港 (02388),法巴,29.6,30.86,30/5/2016 10:57
992,聯想集團 (00992),法巴,,4.3,30/5/2016 10:56
857,中石油 (00857),里昂,,12,30/5/2014 14:08
3888,金山軟件 (03888),工銀國際,38,28.5,30/5/2014 13:49
3389,亨得利 (03389),德銀,,2.74,30/5/2013 16:33
3383,雅居樂地產 (03383),瑞信,,10,30/5/2013 16:33
3360,遠東宏信 (03360),里昂,,6.85,30/5/2013 14:06
302,永亨銀行 (00302),巴克萊,,84,30/5/2013 13:06
914,安徽海螺水泥 (00914),美銀美林,31,30,30/5/2013 13:05
2208,金風科技 (02208),花旗,,5.25,30/5/2013 11:40
2208,金風科技 (02208),美銀美林,,7.2,30/5/2013 11:38
1299,友邦保險 (01299),瑞信,30,31.5,30/5/2012 17:35
2369,中國無線 (02369),高盛,1,1.2,30/5/2012 14:47
497,利豐 (00497),高盛,22,21,30/5/2012 13:08
2601,中國太保 (02601),高盛,33.26,32.51,30/5/2012 12:44
405,越秀房產信託基金 (00405),大和,4.37,4,30/5/2012 12:40
493,國美電器 (00493),里昂,,1.54,30/5/2012 11:35
700,騰訊控股 (00700),德銀,,275,30/5/2012 11:34
322,康師傅 (00322),瑞銀,,26.2,30/5/2012 11:14
753,中國國航 (00753),輝立證劵,,8.36,30/5/2011 17:57
494,利豐 (00494),瑞銀,,9,30/5/2011 17:54
11,恒生銀行 (00011),星展唯高達,,133.7,30/5/2011 14:45
270,粵海投資 (00270),高盛,,5,30/5/2011 14:43
119,保利香港 (00119),中銀國際,,10.5,30/5/2011 14:42
494,利豐 (00494),里昂,,20,30/5/2011 14:40
1800,中國交通建設 (01800),交銀國際,8.1,8.85,30/4/2019 15:39
522,ASM太平洋 (00522),匯豐,83,85,30/4/2019 10:28
939,建設銀行 (00939),德銀,8.18,8.54,30/4/2015 18:29
3988,中國銀行 (03988),德銀,5.17,5.93,30/4/2015 18:28
1398,工商銀行 (01398),德銀,,1398,30/4/2015 18:27
1398,工商銀行 (01398),麥格里,,6.43,30/4/2015 14:01
2888,渣打銀行 (02888),金英證券,,124,30/4/2015 13:04
981,中芯國際 (00981),摩根大通,,0.65,30/4/2014 11:58
998,中信銀行 (00998),美銀美林,,5,30/4/2014 11:34
3323,中國建材 (03323),摩根大通,14.5,10,30/4/2013 15:31
168,青島啤酒 (00168),巴克萊,,39,30/4/2012 15:40
3968,招商銀行 (03968),野村,,20.4,30/4/2012 15:36
778,置富產業信託 (00778),星展唯高達,,4.21,30/4/2012 14:36
173,嘉華國際 (00173),星展唯高達,,4.21,30/4/2012 14:32
998,中信銀行 (00998),花旗,,5,30/4/2012 13:05
2388,中銀香港 (02388),摩根士丹利,19,21,30/4/2012 13:02
1288,農業銀行 (01288),花旗,,4.4,30/4/2012 13:01
753,中國國航 (00753),花旗,5.61,6.83,30/4/2012 13:00
522,ASM PACIFIC (00522),里昂,,93,30/4/2010 17:39
11,恒生銀行 (00011),輝立証券,,119,30/4/2010 14:44
1128,永利澳門 (01128),里昂,,13.8,30/4/2010 14:40
522,ASM Pacific (00522),里昂,,93,30/4/2010 14:38
762,中國聯通 (00762),中銀國際,,8,30/4/2010 14:31
762,中國聯通 (00762),美銀美林,,13.5,30/4/2010 12:36
762,中國聯通 (00762),三星,,8.6,30/4/2010 11:59
1128,永利澳門 (01128),大摩,,13,30/4/2010 10:51
1128,永利澳門 (01128),德銀,,12.2,30/4/2010 10:29
1117,現代牧業 (01117),美銀美林,2.35,1.75,30/3/2017 14:33
816,華電福新 (00816),德銀,3.2,3,30/3/2016 20:39
1958,北京汽車 (01958),德銀,7.1,7.3,30/3/2016 15:21
3900,綠城中國 (03900),德銀,14.2,12,30/3/2016 15:20
762,中國聯通 (00762),瑞信,,20.35,30/3/2016 12:35
2328,中國財險 (02328),交銀國際,,18.5,30/3/2016 12:33
2328,中國財險 (02328),瑞信,,19.5,30/3/2016 12:31
883,中國海洋石油 (00883),摩根大通,9,9.5,30/3/2015 19:11
883,中國海洋石油 (00883),里昂,,12.5,30/3/2015 18:55
1919,中國遠洋 (01919),摩通,,7,30/3/2012 15:00
16,新鴻基地產 (00016),巴克萊,,92.16,30/3/2012 14:55
16,新鴻基地產 (00016),瑞信,,131.6,30/3/2012 14:53
13,和記黃埔 (00013),高盛,93,95,30/3/2012 14:49
16,新鴻基地產 (00016),麥格理,,99,30/3/2012 14:48
883,中國海洋石油 (00883),中金,,19.5,30/3/2012 12:38
2331,李寧 (02331),中金,,7,30/3/2012 12:34
1,長江實業 (00001),摩根士丹利,112,128,30/3/2012 12:32
1886,匯源果汁 (01886),瑞銀,2.5,2,30/3/2012 11:21
1398,工商銀行 (01398),德銀,,6.63,30/3/2012 11:16
762,中國聯通 (00762),工銀亞洲,,14.3,30/3/2011 17:32
753,中國國航 (00753),野村,,12.2,30/3/2011 16:37
1109,華潤置地 (01109),瑞信,,14.8,30/3/2011 16:35
753,中國國航 (00753),高盛,,8.2,30/3/2011 16:35
1,長江實業 (00001),麥格理,,160.8,30/3/2011 16:10
1919,中國遠洋 (01919),瑞銀,,7.81,30/3/2011 15:48
762,中國聯通 (00762),瑞銀,,13.6,30/3/2011 15:47
691,山水水泥 (00691),工銀國際,,7.8,30/3/2011 15:26
123,越秀地產 (00123),工銀國際,,2.51,30/3/2011 15:24
144,招商局國際 (00144),摩通,,32.1,30/3/2011 15:22
393,旭日企業 (00393),星展唯高達,,3.15,30/3/2011 15:17
1068,雨潤食品 (01068),星展唯高達,35.5,32,30/3/2011 12:20
1288,農業銀行 (01288),摩通,5.1,5.3,30/3/2011 12:16
1919,中國遠洋 (01919),高盛,8.6,8.2,30/3/2011 12:13
1288,農業銀行 (01288),高盛,4.8,5.1,30/3/2011 12:11
939,建設銀行 (00939),德銀,7.06,7.34,30/3/2010 09:43
386,中石化 (00386),交銀國際,,7.98,30/3/2010 09:36
966,中國太平保險 (00966),摩根士丹利,,30,30/3/2010 18:18
2018,瑞聲聲學 (02018),高盛,,14.8,30/3/2010 18:13
268,金蝶國際 (00268),金英,,3.33,30/3/2010 18:12
1368,特步國際 (01368),摩通,,7,30/3/2010 18:11
914,安徽海螺水泥股份 (00914),CIMB,,65.5,30/3/2010 16:39
880,澳博控股 (00880),花旗,,6.25,30/3/2010 15:57
880,澳博控股 (00880),大摩,,6,30/3/2010 15:52
814,北京京客隆 (00814),星展唯高達,,8.84,30/3/2010 14:38
494,利豐 (00494),大和,,50,30/3/2010 14:35
302,永亨銀行 (00302),里昂,,92.02,30/3/2010 14:32
966,中國太平 (00966),大摩,,30,30/3/2010 14:29
1068,雨潤食品 (01068),麥格理,,28,30/3/2010 14:23
639,福山能源 (00639),瑞銀,,7.12,30/3/2010 10:48
2038,富士康 (02038),摩根士丹利,11,10,30/3/2010 10:40
1199,中遠太平洋 (01199),花旗,,13.71,30/12/2015 08:46
2208,金風科技 (02208),瑞信,,26.3,30/12/2015 08:39
1109,華潤置地 (01109),麥格理,,29.61,30/12/2014 11:17
1211,比亞迪 (01211),輝立證券,38,44,30/12/2013 17:32
175,吉利汽車 (00175),星展唯高達,,4.6,30/12/2013 17:30
939,建設銀行 (00939),大和證券,7.5,8.5,30/12/2013 11:32
210,達芙妮國際 (00210),野村,,12.8,30/12/2011 15:09
410,SOHO中國 (00410),美銀美林,6.7,6.8,30/12/2011 11:39
778,置富產業信託 (00778),高盛,,4,30/12/2011 11:36
778,置富產業信托 (00778),大和,5.15,5.37,30/12/2011 11:34
753,中國國航 (00753),海通國際,,10.8,30/12/2010 09:46
4,九倉 (00004),建銀,,62.61,30/12/2010 17:46
2318,中國平安 (02318),建銀,,106.1,30/12/2010 17:44
1398,工商銀行 (01398),建銀,,7.57,30/12/2010 17:42
2,中電控股 (00002),里昂,,68,30/12/2010 15:32
1038,長江基建 (01038),里昂,,35,30/12/2010 15:28
142,第一太平 (00142),里昂,,8.3,30/12/2010 15:25
489,東風集團 (00489),花旗,,20.75,30/12/2010 10:27
178,莎莎國際 (00178),德銀,7.55,3.77,30/12/2010 10:15
293,國泰 (00293),大和,14,14.5,30/11/2018 09:54
293,國泰航空 (00293),富瑞,,15.4,30/11/2018 15:08
772,閱文集團 (00772),交銀國際,70,34.9,30/11/2018 14:13
3998,波司登 (03998),高盛,2.7,2.5,30/11/2012 15:10
903,冠捷科技 (00903),CIMB,,2.62,30/11/2012 15:07
1929,周大福 (01929),摩通,12,12.5,30/11/2012 15:01
388,港交所 (00388),里昂,,88,30/11/2012 15:00
388,港交所 (00388),大和資本,139.2,137.7,30/11/2012 13:16
1929,周大福 (01929),里昂,8.8,10.8,30/11/2012 12:47
1929,周大福 (01929),德意志銀行,12.58,13.04,30/11/2012 12:46
751,創維數碼 (00751),瑞信,,5.5,30/11/2012 11:00
1929,周大福 (01929),高盛,,12.5,30/11/2012 10:59
2380,中國電力 (02380),瑞信,2.43,2.22,30/11/2011 09:31
5,匯豐控股 (00005),巴克萊,,90,30/11/2011 09:24
2328,中國財險 (02328),瑞信,16.5,15,30/11/2011 08:58
3800,保利協鑫能源 (03800),大摩,,2.66,30/11/2011 08:54
2331,李寧 (02331),巴克萊,8.4,7.2,30/11/2011 11:16
2020,安踏體育 (02020),巴克萊,16,5.8,30/11/2011 11:15
1880,百麗國際 (01880),巴克萊,15.7,18.9,30/11/2011 11:14
12,恆基地產 (00012),瑞信,60.95,43.94,30/11/2011 10:36
631,三一國際 (00631),花旗,,7.9,30/11/2011 10:33
883,中海油 (00883),申銀萬國,,19.2,30/11/2010 15:25
700,騰訊控股 (00700),麥格理,,125,30/11/2010 14:25
148,建滔化工 (00148),里昂,,56.8,30/11/2010 14:19
5,匯豐控股 (00005),中銀國際,,91,30/11/2010 10:24
1688,阿里巴巴 (01688),海通國際,19.5,17.5,30/11/2010 10:16
384,中國燃氣 (00384),瑞银,,5.6,30/11/2010 10:07
2020,安踏體育 (02020),里昂,16.87,16.11,30/11/2010 10:03
763,中興通訊 (00763),瑞信,31.4,31,30/10/2019 10:32
2333,長城汽車 (02333),美銀美林,5,4.2,30/10/2018 09:56
2333,長城汽車 (02333),瑞信,6.7,5.5,30/10/2018 09:53
939,建設銀行 (00939),花旗,,8.35,30/10/2017 10:57
2883,中海油田 (02883),花旗,,2.24,30/10/2015 12:24
998,中信銀行 (00998),匯豐證券,,8.3,30/10/2015 12:22
323,馬鞍山鋼鐵 (00323),匯豐證券,,1.09,30/10/2015 12:20
1898,中煤能源 (01898),匯豐證券,,3.42,30/10/2015 12:16
883,中國海洋石油 (00883),花旗,,9.75,30/10/2015 10:18
883,中國海洋石油 (00883),巴克萊,,11.2,30/10/2015 10:17
2628,中國人壽 (02628),瑞銀,,36.65,30/10/2015 10:16
2628,中國人壽 (02628),滙豐,,29,30/10/2015 10:16
2628,中國人壽 (02628),高盛,,33.82,30/10/2015 10:15
728,中國電信 (00728),花旗,,4.8,30/10/2015 10:11
728,中國電信 (00728),瑞銀,,3.6,30/10/2015 10:10
728,中國電信 (00728),滙豐,4.4,4.6,30/10/2015 10:09
728,中國電信 (00728),瑞信,,7.93,30/10/2015 10:09
728,中國電信 (00728),德銀,,5.5,30/10/2015 10:06
2607,上海醫藥 (02607),交銀國際,,24.5,30/10/2014 12:39
3328,交通銀行 (03328),星展唯高達,,6.17,30/10/2014 12:11
3968,招商銀行 (03968),金英證券,14.2,16.6,30/10/2014 11:40
998,中信銀行 (00998),高盛,,5,30/10/2014 11:39
270,粵海投資 (00270),摩根大通,10,11.3,30/10/2014 10:10
3968,招商銀行 (03968),麥格理,,14.72,30/10/2013 17:29
998,中信銀行 (00998),摩根大通,,3.95,30/10/2013 16:23
330,思捷環球 (00330),里昂,,10,30/10/2013 12:46
3618,重慶農村商業銀行 (03618),摩根大通,3.9,4,30/10/2013 12:42
1929,周大福 (01929),里昂,,15.2,30/10/2013 12:36
1211,比亞迪 (01211),高盛高華,11.64,10.92,30/10/2012 09:30
3968,招商銀行 (03968),美銀美林,,15.5,30/10/2012 08:56
3968,招商銀行 (03968),里昂,,13.05,30/10/2012 08:54
1818,招金礦業 (01818),里昂,,14.8,30/10/2012 15:03
123,越秀地產 (00123),花旗,2.73,2.8,30/10/2012 12:25
135,昆侖能源 (00135),摩根大通,,17.5,30/10/2012 12:23
728,中電信 (00728),巴克萊,,5.1,30/10/2012 12:22
3968,招行 (03968),大和,,17.05,30/10/2012 12:21
2038,富智康集團 (02038),德銀,,5,30/1/2015 12:04
1928,金沙中國 (01928),德意志銀行,,40,30/1/2015 12:03
257,光大國際 (00257),摩根大通,,13,30/1/2015 11:49
2689,玖龍紙業 (02689),美銀美林,8,7.5,30/1/2015 11:27
1138,中海發展 (01138),美銀美林,,5.4,30/1/2014 10:53
2319,蒙牛乳業 (02319),摩根士丹利,35.5,40.8,30/1/2014 10:15
135,昆侖能源 (00135),花旗,17.1,16.2,30/1/2013 09:17
493,國美電器 (00493),美銀美林,,1.2,30/1/2013 09:15
2600,中國鋁業 (02600),摩根大通,,7.4,30/1/2013 12:08
2600,中國鋁業 (02600),德意志銀行,,1.79,30/1/2013 11:47
973,歐舒丹 (00973),里昂,,29.8,30/1/2013 11:40
639,首鋼資源 (00639),里昂,,4,30/1/2012 15:48
2007,碧桂園 (02007),花旗,3.31,3.02,30/1/2012 15:10
148,建滔化工 (00148),瑞信,33.5,27.5,30/1/2012 15:07
242,信德集團 (00242),里昂,,5.2,30/1/2012 15:03
2133,中國多金屬 (02133),花旗,,3.5,30/1/2012 15:02
1928,金沙中國 (01928),美銀美林,28.9,31.1,30/1/2012 14:26
1138,中海發展股份 (01138),高盛,,8.4,30/1/2012 14:23
579,京能清潔能源 (00579),高盛,,1.8,30/1/2012 14:22
753,中國國航 (00753),瑞銀,,8.53,30/1/2012 14:19
2689,玖龍紙業 (02689),大和,,20,29/9/2017 11:21
330,思捷環球 (00330),德意志銀行,7,6.05,29/9/2015 14:19
494,利豐 (00494),麥格里,5.1,7.5,29/9/2015 14:14
2038,富智康集團 (02038),滙豐,5.4,4.9,29/9/2015 10:42
941,中國移動 (00941),滙豐,,85,29/9/2015 10:39
83,信和置業 (00083),德銀,15.72,15.73,29/9/2015 10:38
2020,安踏體育 (02020),摩根大通,15.6,16.5,29/9/2014 12:41
2020,安踏體育 (02020),美銀美林,,16.8,29/9/2014 12:40
2328,中國財險 (02328),瑞信,,18,29/9/2014 11:48
493,國美電器 (00493),美銀美林,,2.6,29/9/2010 09:59
980,聯華超市 (00980),大福證券,,37,29/9/2010 09:52
2600,中國鋁業 (02600),摩通,,7,29/9/2010 17:18
817,方興地產 (00817),星展唯高達,3.05,2.88,29/9/2010 16:24
762,中國聯通 (00762),摩通,,13.2,29/9/2010 16:11
933,光匯石油 (00933),中銀國際,4.4,4.56,29/9/2010 16:02
494,利豐 (00494),瑞銀,,33,29/9/2010 14:58
1893,中材股份 (01893),中銀國際,,8.65,29/9/2010 14:53
551,裕元集團 (00551),麥格里,,33.5,29/9/2010 14:51
322,康師傅 (00322),美銀美林,,21.5,29/9/2010 14:48
2314,理文造紙 (02314),摩根大通,10.5,11,29/9/2010 10:30
551,裕元集團 (00551),高盛,28,32.5,29/9/2010 10:05
322,康師傅 (00322),里昂,14.51,14.8,29/8/2019 11:30
322,康師傅 (00322),瑞銀,21.35,19.45,29/8/2018 10:49
2333,長城汽車 (02333),德銀,8.35,8.1,29/8/2017 11:02
2333,長城汽車 (02333),高盛,,5.37,29/8/2017 10:31
857,中國石油 (00857),花旗,,4.5,29/8/2016 15:45
2777,富力地產 (02777),滙豐,11,15,29/8/2016 15:44
2777,富力地產 (02777),花旗,13.18,14.4,29/8/2016 15:43
1044,恒安國際 (01044),大和,66,64.25,29/8/2016 13:52
3308,金鷹商貿集團 (03308),滙豐,,3308,29/8/2016 13:51
857,中國石油 (00857),德銀,11.1,11.53,29/8/2014 16:53
2333,長城汽車 (02333),海通國際,,38,29/8/2014 12:36
2319,蒙牛乳業 (02319),里昂,,46.9,29/8/2014 11:55
2319,蒙牛乳業 (02319),摩根士丹利,,40.8,29/8/2014 11:51
1988,民生銀行 (01988),摩根大通,,6.7,29/8/2014 10:40
1398,工商銀行 (01398),高盛,,5.9,29/8/2014 10:40
998,中信銀行 (00998),美銀美林,,5,29/8/2014 10:39
1157,中聯重科 (01157),匯豐證券,,7,29/8/2013 16:42
2628,國壽 (02628),瑞信,,22,29/8/2013 16:27
1288,農行 (01288),麥格理,,4,29/8/2013 16:26
1910,新秀麗 (01910),高盛,22.5,21.7,29/8/2013 16:26
2628,中國人壽 (02628),美銀美林,,24.29,29/8/2013 13:29
857,中石油 (00857),美銀美林,,10.8,29/8/2013 12:37
2628,中國人壽 (02628),里昂,,20,29/8/2013 12:32
806,惠理集團 (00806),招商證券,,4,29/8/2012 16:51
3339,中國龍工 (03339),瑞信,2.1,1.8,29/8/2012 15:49
173,嘉華國際 (00173),高盛,3.85,3.9,29/8/2012 14:13
3333,恒大地產 (03333),DBS唯高達,5.15,4.14,29/8/2012 12:02
2628,中國人壽 (02628),交銀國際,25.3,26.35,29/8/2012 11:58
1211,比亞迪股份 (01211),高盛,12.34,11.64,29/8/2012 11:56
753,中國國航 (00753),瑞信,6.7,6.9,29/8/2012 11:56
2628,中國人壽 (02628),高盛高華,,23.59,29/8/2012 11:47
2628,中國人壽 (02628),美銀美林,20.53,22.7,29/8/2012 11:28
1055,中國南方航空 (01055),美銀美林,,4.15,29/8/2012 10:29
891,利邦 (00891),摩根大通,9.7,11,29/8/2011 09:24
358,江西銅業股份 (00358),里昂,,27,29/8/2011 09:23
386,中國石油化工股份 (00386),花旗,,10.5,29/8/2011 16:10
368,中外運航運 (00368),里昂,,2.47,29/8/2011 16:06
368,中外運航運 (00368),麥格理,,2.5,29/8/2011 16:04
410,SOHO中國 (00410),匯豐,8.3,8.4,29/8/2011 16:03
753,中國國航 (00753),摩根大通,12,10.5,29/8/2011 16:00
639,首鋼資源 (00639),中銀國際,,5,29/8/2011 15:28
119,保利香港 (00119),未來資產,,4.05,29/8/2011 15:26
2618,TCL通訊 (02618),野村,,12,29/8/2011 15:22
12,恒基地產 (00012),未來資產,,41,29/8/2011 15:20
2688,新奧能源 (02688),大和,,29.05,29/8/2011 15:13
3323,中國建材 (03323),大和,25.5,23.2,29/8/2011 15:11
119,保利香港 (00119),高盛,8.09,7.7,29/8/2011 14:25
966,中國太平 (00966),摩根大通,25,22,29/8/2011 11:45
1288,農業銀行 (01288),野村,,5.2,29/8/2011 10:06
522,ASM太平洋 (00522),野村,95,93,29/7/2019 10:17
1299,友邦保險 (01299),瑞信,60,61.5,29/7/2015 09:14
2333,長城汽車 (02333),摩丹士丹利,,30,29/7/2015 09:11
1299,友邦保險 (01299),德意志銀行,,54.9,29/7/2015 09:10
753,中國國航 (00753),花旗,,12.99,29/7/2015 16:00
753,中國國航 (00753),瑞銀,,9.8,29/7/2015 16:00
753,中國國航 (00753),德銀,,10.3,29/7/2015 15:58
2888,渣打銀行 (02888),德意志銀行,,106,29/7/2015 13:55
358,江西銅業股份 (00358),里昂,,16,29/7/2014 16:43
5,滙豐控股 (00005),德銀,84,78,29/7/2014 16:12
1,長江實業 (00001),高盛,144,158,29/7/2014 15:10
902,華能國際電力股份 (00902),美銀美林,8.4,9.9,29/7/2014 13:47
3800,保利協鑫 (03800),大和,,2.25,29/7/2013 15:49
868,信義玻璃 (00868),里昂,8.3,9,29/7/2013 13:11
23,東亞銀行 (00023),高盛,,22.9,29/7/2013 12:46
700,騰訊控股 (00700),大和資本,320,380,29/7/2013 12:41
1299,友邦保險 (01299),德意志銀行,37.6,37.8,29/7/2013 12:39
6808,高鑫零售 (06808),德意志銀行,,10,29/7/2013 12:38
1025,物美商業 (01025),德意志銀行,16.7,16.5,29/7/2013 12:35
1299,友邦保險 (01299),野村證券,,41,29/7/2013 12:31
694,北京首都機場 (00694),美銀美林,,6.25,29/7/2013 12:04
941,中國移動 (00941),野村,,90,29/7/2011 09:43
116,周生生 (00116),美銀美林,,34,29/7/2011 09:24
1051,國際資源 (01051),瑞銀,,0.8,29/7/2011 09:23
1068,雨潤食品 (01068),摩根大通,34,36,29/7/2011 17:33
1038,長江基建 (01038),摩根士丹利,,46.1,29/7/2011 17:32
168,青島啤酒 (00168),摩根大通,,44.5,29/7/2011 17:31
1234,中國利郎 (01234),摩根大通,,14,29/7/2011 17:28
210,達芙妮國際 (00210),工銀國際,,9.2,29/7/2011 15:34
1728,正通汽車 (01728),星展唯高達,,10.4,29/7/2011 15:31
3389,亨得利 (03389),中銀國際,,3.3,29/7/2011 15:18
19,太古A (00019),美銀美林,,122,29/7/2011 15:10
709,佐丹奴 (00709),摩根大通,5,6,29/7/2011 11:23
6,港燈 (00006),瑞銀,,51,29/7/2010 09:55
101,恆隆地產 (00101),花旗,34.81,37.41,29/7/2010 09:51
728,中國電信 (00728),野村國際,,4.87,29/7/2010 08:47
1038,長江基建 (01038),瑞銀,,40,29/7/2010 18:40
2883,中海油田服務 (02883),輝立,,11.68,29/7/2010 18:01
101,恆隆地產 (00101),星展唯高達,29.5,30.4,29/7/2010 16:11
101,恆隆地產 (00101),未來資產,,28,29/7/2010 15:38
10,恒隆集團 (00010),中銀國際,,43,29/7/2010 15:24
1109,華潤置地 (01109),中銀國際,,17.94,29/7/2010 15:23
291,華潤創業 (00291),高盛,,28.4,29/7/2010 15:22
1928,金沙中國 (01928),麥格理,,15,29/7/2010 15:20
3337,安東油田服務 (03337),麥格里,,1.01,29/7/2010 15:19
1038,長江基建 (01038),瑞銀,,40,29/7/2010 15:16
5,匯豐控股 (00005),摩根士丹利,,87,29/7/2010 10:55
694,北京首都機場 (00694),大福證券,,5.3,29/7/2010 10:33
2020,安踏體育 (02020),大和,25,26.5,29/6/2017 11:07
2388,中銀香港 (02388),花旗,,30,29/6/2016 13:14
688,中國海外發展 (00688),德銀,,34.56,29/6/2015 18:37
939,建設銀行 (00939),德銀,,8.54,29/6/2015 14:49
1398,工商銀行 (01398),瑞信,,8.7,29/6/2015 14:48
3988,招商銀行 (03988),花旗,,27,29/6/2015 14:47
1128,永利澳門 (01128),瑞信,15,13.5,29/6/2015 11:45
2318,中國平安 (02318),匯豐證券,,136,29/6/2015 11:29
2318,中國平安 (02318),德意志銀行,,115.7,29/6/2015 11:27
683,嘉里建設 (00683),匯豐,,41,29/6/2012 14:50
1186,中國鐵建 (01186),渣打,5.5,7.8,29/6/2012 14:48
1910,新秀麗 (01910),巴克萊,,16.85,29/6/2012 14:46
1072,東方電氣 (01072),摩根大通,,28.6,29/6/2012 14:41
384,中國燃氣 (00384),瑞銀,,4.5,29/6/2012 14:38
751,創維數碼 (00751),巴克萊,5.6,5.3,29/6/2012 14:37
168,青島啤酒 (00168),瑞銀,,48.7,29/6/2012 11:33
694,北京首都機場 (00694),高盛,3.8,4.7,29/6/2012 11:31
386,中國石油化工股份 (00386),花旗,7.6,10.5,29/6/2011 09:36
998,中信銀行 (00998),星展唯高達,6.24,6.09,29/6/2011 09:31
388,香港交易所 (00388),星展唯高達,196,168,29/6/2011 08:58
亞洲,香格里拉(亞洲) (00069),高盛,23.1,24,29/6/2011 18:29
551,裕元集團 (00551),瑞信,30.5,30,29/6/2011 15:27
2356,大新銀行集團 (02356),德銀,15.2,13.4,29/6/2011 15:19
2888,渣打集團 (02888),瑞信,,191,29/6/2011 15:18
19,太古A (00019),野村,,163,29/6/2011 15:17
1068,雨潤食品 (01068),瑞信,,34,29/6/2011 14:51
1308,海豐國際 (01308),CIMB Research,,5.5,29/6/2011 14:31
916,龍源電力 (00916),CIMB Research,,8.57,29/6/2011 14:29
19,太古A (00019),里昂,,134,29/6/2011 14:24
384,中國燃氣 (00384),美銀美林,,2.3,29/6/2011 14:22
19,太古A (00019),高盛,,142.5,29/6/2011 12:07
639,福山國際能源 (00639),CIMB,,4.6,29/6/2010 17:52
11,恒生銀行 (00011),輝立,,128,29/6/2010 17:20
291,華潤創業 (00291),派杰,,27.2,29/6/2010 16:55
291,華潤創業 (00291),摩通,,29,29/6/2010 16:52
973,L'OCCITANE (00973),瑞銀,,20,29/6/2010 16:48
291,華潤創業 (00291),大摩,,29,29/6/2010 14:48
13,和黃 (00013),里昂,,60,29/6/2010 14:45
494,利豐 (00494),里昂,,40,29/6/2010 14:42
639,褔山國際 (00639),CIMB Research,,4.6,29/6/2010 14:39
576,浙扛滬杭甬 (00576),蘇格蘭皇家銀行,8.33,8.09,29/6/2010 10:51
151,中國旺旺 (00151),摩根大通,5.4,5.8,29/6/2010 10:50
